date,t1m,t3m,t6m,t1y,t2y,t3y,t5y,t7y,t10y,t20y,t30y,ys,ym,yl,sls,sms,slm,curv,rec,ms,ns
1963-02,NA,NA,NA,3.01,NA,3.39,3.66,NA,3.92,3.97,NA,3.01,3.525,3.945,0.935,0.515,0.42,0.095,0,U,5
1963-03,NA,NA,NA,3.03,NA,3.41,3.68,NA,3.93,3.98,NA,3.03,3.545,3.955,0.925,0.515,0.41,0.105,0,U,5
1963-04,NA,NA,NA,3.11,NA,3.5,3.74,NA,3.97,4.03,NA,3.11,3.62,4,0.89,0.51,0.38,0.13,0,U,5
1963-05,NA,NA,NA,3.12,NA,3.54,3.72,NA,3.93,4.02,NA,3.12,3.63,3.975,0.855,0.51,0.345,0.165,0,U,5
1963-06,NA,NA,NA,3.2,NA,3.61,3.81,NA,3.99,4.02,NA,3.2,3.71,4.005,0.805,0.51,0.295,0.215,0,U,5
1963-07,NA,NA,NA,3.48,NA,3.76,3.89,NA,4.02,4.06,NA,3.48,3.825,4.04,0.56,0.345,0.215,0.13,0,U,5
1963-08,NA,NA,NA,3.53,NA,3.77,3.89,NA,4,4.03,NA,3.53,3.83,4.015,0.485,0.3,0.185,0.115,0,U,5
1963-09,NA,NA,NA,3.57,NA,3.82,3.96,NA,4.08,4.09,NA,3.57,3.89,4.085,0.515,0.32,0.195,0.125,0,U,5
1963-10,NA,NA,NA,3.64,NA,3.87,3.97,NA,4.11,4.12,NA,3.64,3.92,4.115,0.475,0.28,0.195,0.085,0,U,5
1963-11,NA,NA,NA,3.74,NA,3.95,4.01,NA,4.12,4.16,NA,3.74,3.98,4.14,0.4,0.24,0.16,0.08,0,U,5
1963-12,NA,NA,NA,3.81,NA,4.01,4.04,NA,4.13,4.19,NA,3.81,4.025,4.16,0.35,0.215,0.135,0.08,0,U,5
1964-01,NA,NA,NA,3.79,NA,4.04,4.07,NA,4.17,4.19,NA,3.79,4.055,4.18,0.39,0.265,0.125,0.14,0,U,5
1964-02,NA,NA,NA,3.78,NA,4,4.03,NA,4.15,4.17,NA,3.78,4.015,4.16,0.38,0.235,0.145,0.09,0,U,5
1964-03,NA,NA,NA,3.91,NA,4.12,4.14,NA,4.22,4.22,NA,3.91,4.13,4.22,0.31,0.22,0.09,0.13,0,U,5
1964-04,NA,NA,NA,3.91,NA,4.15,4.15,NA,4.23,4.24,NA,3.91,4.15,4.235,0.325,0.24,0.085,0.155,0,U,5
1964-05,NA,NA,NA,3.84,NA,4.04,4.05,NA,4.2,4.2,NA,3.84,4.045,4.2,0.36,0.205,0.155,0.05,0,U,5
1964-06,NA,NA,NA,3.83,NA,4.01,4.02,NA,4.17,4.17,NA,3.83,4.015,4.17,0.34,0.185,0.155,0.03,0,U,5
1964-07,NA,NA,NA,3.72,NA,3.93,4.03,NA,4.19,4.16,NA,3.72,3.98,4.175,0.455,0.26,0.195,0.065,0,U,5
1964-08,NA,NA,NA,3.74,NA,3.93,4.05,NA,4.19,4.18,NA,3.74,3.99,4.185,0.445,0.25,0.195,0.055,0,U,5
1964-09,NA,NA,NA,3.84,NA,4.01,4.08,NA,4.2,4.2,NA,3.84,4.045,4.2,0.36,0.205,0.155,0.05,0,U,5
1964-10,NA,NA,NA,3.86,NA,4.02,4.07,NA,4.19,4.2,NA,3.86,4.045,4.195,0.335,0.185,0.15,0.035,0,U,5
1964-11,NA,NA,NA,3.91,NA,4.04,4.04,NA,4.15,4.17,NA,3.91,4.04,4.16,0.25,0.13,0.12,0.01,0,U,5
1965-01,NA,NA,NA,3.94,NA,4.03,4.1,NA,4.19,4.19,NA,3.94,4.065,4.19,0.25,0.125,0.125,0,0,U,5
1965-05,NA,NA,NA,4.03,NA,4.11,4.15,NA,4.21,4.21,NA,4.03,4.13,4.21,0.18,0.1,0.08,0.02,0,U,5
1965-06,NA,NA,NA,3.99,NA,4.08,4.15,NA,4.21,4.21,NA,3.99,4.115,4.21,0.22,0.125,0.095,0.03,0,U,5
1965-07,NA,NA,NA,3.98,NA,4.09,4.15,NA,4.2,4.21,NA,3.98,4.12,4.205,0.225,0.14,0.085,0.055,0,U,5
1965-08,NA,NA,NA,4.07,NA,4.16,4.2,NA,4.25,4.25,NA,4.07,4.18,4.25,0.18,0.11,0.07,0.04,0,U,5
1967-03,NA,NA,NA,4.35,NA,4.47,4.54,NA,4.54,4.56,NA,4.35,4.505,4.55,0.2,0.155,0.045,0.11,0,U,5
1967-04,NA,NA,NA,4.11,NA,4.38,4.51,NA,4.59,4.64,NA,4.11,4.445,4.615,0.505,0.335,0.17,0.165,0,U,5
1967-05,NA,NA,NA,4.15,NA,4.61,4.75,NA,4.85,4.9,NA,4.15,4.68,4.875,0.725,0.53,0.195,0.335,0,U,5
1967-06,NA,NA,NA,4.48,NA,4.89,5.01,NA,5.02,4.99,NA,4.48,4.95,5.005,0.525,0.47,0.055,0.415,0,U,5
1970-11,NA,NA,NA,5.51,NA,6.25,6.47,6.76,6.84,6.58,NA,5.51,6.493333333,6.71,1.2,0.983333333,0.216666667,0.766666667,1,U,5
1970-12,NA,NA,NA,5,NA,5.75,5.95,6.23,6.39,6.28,NA,5,5.976666667,6.335,1.335,0.976666667,0.358333333,0.618333333,0,U,5
1971-01,NA,NA,NA,4.57,NA,5.61,5.89,6.16,6.24,6.18,NA,4.57,5.886666667,6.21,1.64,1.316666667,0.323333333,0.993333333,0,U,5
1971-02,NA,NA,NA,3.89,NA,5.07,5.56,5.94,6.11,6.14,NA,3.89,5.523333333,6.125,2.235,1.633333333,0.601666667,1.031666667,0,U,5
1971-03,NA,NA,NA,3.69,NA,4.5,5,5.42,5.7,5.94,NA,3.69,4.973333333,5.82,2.13,1.283333333,0.846666667,0.436666667,0,U,5
1971-04,NA,NA,NA,4.3,NA,5.22,5.65,5.87,5.83,6,NA,4.3,5.58,5.915,1.615,1.28,0.335,0.945,0,U,5
1971-05,NA,NA,NA,5.04,NA,5.97,6.28,6.42,6.39,6.32,NA,5.04,6.223333333,6.355,1.315,1.183333333,0.131666667,1.051666667,0,U,5
1971-09,NA,NA,NA,5.41,NA,5.89,6.14,6.2,6.14,6.05,NA,5.41,6.076666667,6.095,0.685,0.666666667,0.018333333,0.648333333,0,U,5
1971-10,NA,NA,NA,4.91,NA,5.56,5.93,5.98,5.93,5.92,NA,4.91,5.823333333,5.925,1.015,0.913333333,0.101666667,0.811666667,0,U,5
1971-11,NA,NA,NA,4.67,NA,5.35,5.78,5.94,5.81,5.86,NA,4.67,5.69,5.835,1.165,1.02,0.145,0.875,0,U,5
1971-12,NA,NA,NA,4.6,NA,5.27,5.69,5.97,5.93,6,NA,4.6,5.643333333,5.965,1.365,1.043333333,0.321666667,0.721666667,0,U,5
1972-01,NA,NA,NA,4.28,NA,5.14,5.59,5.91,5.95,6.01,NA,4.28,5.546666667,5.98,1.7,1.266666667,0.433333333,0.833333333,0,U,5
1972-02,NA,NA,NA,4.27,NA,5.25,5.69,5.99,6.08,6.06,NA,4.27,5.643333333,6.07,1.8,1.373333333,0.426666667,0.946666667,0,U,5
1972-03,NA,NA,NA,4.67,NA,5.56,5.87,6.05,6.07,6.06,NA,4.67,5.826666667,6.065,1.395,1.156666667,0.238333333,0.918333333,0,U,5
1972-04,NA,NA,NA,4.96,NA,5.88,6.17,6.22,6.19,6.16,NA,4.96,6.09,6.175,1.215,1.13,0.085,1.045,0,U,5
1972-05,NA,NA,NA,4.64,NA,5.55,5.85,6.07,6.13,6.07,NA,4.64,5.823333333,6.1,1.46,1.183333333,0.276666667,0.906666667,0,U,5
1972-06,NA,NA,NA,4.93,NA,5.64,5.91,6.06,6.11,6.01,NA,4.93,5.87,6.06,1.13,0.94,0.19,0.75,0,U,5
1972-07,NA,NA,NA,4.96,NA,5.78,5.97,6.09,6.11,6.01,NA,4.96,5.946666667,6.06,1.1,0.986666667,0.113333333,0.873333333,0,U,5
1972-08,NA,NA,NA,4.98,NA,5.79,6.02,6.19,6.21,5.94,NA,4.98,6,6.075,1.095,1.02,0.075,0.945,0,U,5
1972-09,NA,NA,NA,5.52,NA,6.06,6.25,6.43,6.55,6.05,NA,5.52,6.246666667,6.3,0.78,0.726666667,0.053333333,0.673333333,0,U,5
1972-10,NA,NA,NA,5.52,NA,6.05,6.18,6.35,6.48,6,NA,5.52,6.193333333,6.24,0.72,0.673333333,0.046666667,0.626666667,0,U,5
1972-12,NA,NA,NA,5.52,NA,6.01,6.16,6.2,6.36,5.96,NA,5.52,6.123333333,6.16,0.64,0.603333333,0.036666667,0.566666667,0,U,5
1973-01,NA,NA,NA,5.89,NA,6.27,6.34,6.36,6.46,6.78,NA,5.89,6.323333333,6.62,0.73,0.433333333,0.296666667,0.136666667,0,U,5
1973-02,NA,NA,NA,6.19,NA,6.58,6.6,6.6,6.64,6.88,NA,6.19,6.593333333,6.76,0.57,0.403333333,0.166666667,0.236666667,0,U,5
1974-12,NA,NA,NA,7.31,NA,7.24,7.31,7.38,7.43,7.91,NA,7.31,7.31,7.67,0.36,0,0.36,-0.36,1,U,5
1975-01,NA,NA,NA,6.83,NA,7.23,7.41,7.45,7.5,7.88,NA,6.83,7.363333333,7.69,0.86,0.533333333,0.326666667,0.206666667,1,U,5
1975-02,NA,NA,NA,5.98,NA,6.65,7.11,7.3,7.39,7.71,NA,5.98,7.02,7.55,1.57,1.04,0.53,0.51,1,U,5
1975-03,NA,NA,NA,6.11,NA,6.81,7.3,7.58,7.73,7.99,NA,6.11,7.23,7.86,1.75,1.12,0.63,0.49,1,U,5
1975-04,NA,NA,NA,6.9,NA,7.76,7.99,8.1,8.23,8.36,NA,6.9,7.95,8.295,1.395,1.05,0.345,0.705,0,U,5
1975-05,NA,NA,NA,6.39,NA,7.39,7.72,7.9,8.06,8.22,NA,6.39,7.67,8.14,1.75,1.28,0.47,0.81,0,U,5
1975-06,NA,NA,NA,6.29,NA,7.17,7.51,7.69,7.86,8.04,NA,6.29,7.456666667,7.95,1.66,1.166666667,0.493333333,0.673333333,0,U,5
1975-07,NA,NA,NA,7.11,NA,7.72,7.92,7.99,8.06,8.17,NA,7.11,7.876666667,8.115,1.005,0.766666667,0.238333333,0.528333333,0,U,5
1975-08,NA,NA,NA,7.7,NA,8.16,8.33,8.37,8.4,8.5,NA,7.7,8.286666667,8.45,0.75,0.586666667,0.163333333,0.423333333,0,U,5
1975-09,NA,NA,NA,7.75,NA,8.29,8.37,8.39,8.43,8.57,NA,7.75,8.35,8.5,0.75,0.6,0.15,0.45,0,U,5
1975-10,NA,NA,NA,6.95,NA,7.81,7.97,8.06,8.14,8.35,NA,6.95,7.946666667,8.245,1.295,0.996666667,0.298333333,0.698333333,0,U,5
1975-11,NA,NA,NA,6.49,NA,7.46,7.8,7.98,8.05,8.28,NA,6.49,7.746666667,8.165,1.675,1.256666667,0.418333333,0.838333333,0,U,5
1975-12,NA,NA,NA,6.6,NA,7.43,7.76,7.93,8,8.23,NA,6.6,7.706666667,8.115,1.515,1.106666667,0.408333333,0.698333333,0,U,5
1976-01,NA,NA,NA,5.81,NA,6.99,7.46,7.67,7.74,8.01,NA,5.81,7.373333333,7.875,2.065,1.563333333,0.501666667,1.061666667,0,U,5
1976-02,NA,NA,NA,5.91,NA,7.06,7.45,7.72,7.79,8.03,NA,5.91,7.41,7.91,2,1.5,0.5,1,0,U,5
1976-03,NA,NA,NA,6.21,NA,7.13,7.49,7.65,7.73,7.97,NA,6.21,7.423333333,7.85,1.64,1.213333333,0.426666667,0.786666667,0,U,5
1976-04,NA,NA,NA,5.92,NA,6.84,7.25,7.44,7.56,7.86,NA,5.92,7.176666667,7.71,1.79,1.256666667,0.533333333,0.723333333,0,U,5
1976-05,NA,NA,NA,6.4,NA,7.27,7.59,7.77,7.9,8.13,NA,6.4,7.543333333,8.015,1.615,1.143333333,0.471666667,0.671666667,0,U,5
1976-06,NA,NA,NA,6.52,7.06,7.31,7.61,7.75,7.86,8.03,NA,6.52,7.4325,7.945,1.425,0.9125,0.5125,0.4,0,U,5
1976-07,NA,NA,NA,6.2,6.85,7.12,7.49,7.7,7.83,8,NA,6.2,7.29,7.915,1.715,1.09,0.625,0.465,0,U,5
1976-08,NA,NA,NA,6,6.63,6.86,7.31,7.58,7.77,7.91,NA,6,7.095,7.84,1.84,1.095,0.745,0.35,0,U,5
1976-09,NA,NA,NA,5.84,6.42,6.66,7.13,7.41,7.59,7.78,NA,5.84,6.905,7.685,1.845,1.065,0.78,0.285,0,U,5
1976-10,NA,NA,NA,5.5,5.98,6.24,6.75,7.16,7.41,7.7,NA,5.5,6.5325,7.555,2.055,1.0325,1.0225,0.01,0,U,5
1976-11,NA,NA,NA,5.29,5.81,6.09,6.52,6.86,7.29,7.64,NA,5.29,6.32,7.465,2.175,1.03,1.145,-0.115,0,U,5
1976-12,NA,NA,NA,4.89,5.38,5.68,6.1,6.37,6.87,7.3,NA,4.89,5.8825,7.085,2.195,0.9925,1.2025,-0.21,0,U,5
1977-01,NA,NA,NA,5.29,5.9,6.22,6.58,6.92,7.21,7.48,NA,5.29,6.405,7.345,2.055,1.115,0.94,0.175,0,U,5
1977-02,NA,NA,NA,5.47,6.09,6.44,6.83,7.16,7.39,7.64,7.75,5.47,6.63,7.593333333,2.123333333,1.16,0.963333333,0.196666667,0,U,5
1977-03,NA,NA,NA,5.5,6.09,6.47,6.93,7.2,7.46,7.73,7.8,5.5,6.6725,7.663333333,2.163333333,1.1725,0.990833333,0.181666667,0,U,5
1977-04,NA,NA,NA,5.44,5.96,6.31,6.79,7.11,7.37,7.67,7.73,5.44,6.5425,7.59,2.15,1.1025,1.0475,0.055,0,U,5
1977-05,NA,NA,NA,5.84,6.25,6.55,6.94,7.26,7.46,7.74,7.8,5.84,6.75,7.666666667,1.826666667,0.91,0.916666667,-0.006666667,0,U,5
1977-06,NA,NA,NA,5.8,6.13,6.39,6.76,7.05,7.28,7.64,7.64,5.8,6.5825,7.52,1.72,0.7825,0.9375,-0.155,0,U,5
1977-07,NA,NA,NA,5.94,6.27,6.51,6.84,7.12,7.33,7.6,7.64,5.94,6.685,7.523333333,1.583333333,0.745,0.838333333,-0.093333333,0,U,5
1977-08,NA,NA,NA,6.37,6.61,6.79,7.03,7.24,7.4,7.64,7.68,6.37,6.9175,7.573333333,1.203333333,0.5475,0.655833333,-0.108333333,0,U,5
1977-09,NA,NA,NA,6.53,6.71,6.84,7.04,7.21,7.34,7.57,7.64,6.53,6.95,7.516666667,0.986666667,0.42,0.566666667,-0.146666667,0,U,5
1977-10,NA,NA,NA,6.97,7.11,7.19,7.32,7.44,7.52,7.71,7.77,6.97,7.265,7.666666667,0.696666667,0.295,0.401666667,-0.106666667,0,U,5
1977-11,NA,NA,NA,6.95,7.14,7.22,7.34,7.46,7.58,7.76,7.85,6.95,7.29,7.73,0.78,0.34,0.44,-0.1,0,U,5
1977-12,NA,NA,NA,6.96,7.18,7.3,7.48,7.59,7.69,7.87,7.94,6.96,7.3875,7.833333333,0.873333333,0.4275,0.445833333,-0.018333333,0,U,5
1978-01,NA,NA,NA,7.28,7.49,7.61,7.77,7.86,7.96,8.14,8.18,7.28,7.6825,8.093333333,0.813333333,0.4025,0.410833333,-0.008333333,0,U,5
1978-02,NA,NA,NA,7.34,7.57,7.67,7.83,7.94,8.03,8.22,8.25,7.34,7.7525,8.166666667,0.826666667,0.4125,0.414166667,-0.001666667,0,U,5
1978-03,NA,NA,NA,7.31,7.58,7.7,7.86,7.95,8.04,8.21,8.23,7.31,7.7725,8.16,0.85,0.4625,0.3875,0.075,0,U,5
1978-04,NA,NA,NA,7.45,7.74,7.85,7.98,8.06,8.15,8.32,8.34,7.45,7.9075,8.27,0.82,0.4575,0.3625,0.095,0,U,5
1978-05,NA,NA,NA,7.82,8.01,8.07,8.18,8.25,8.35,8.44,8.43,7.82,8.1275,8.406666667,0.586666667,0.3075,0.279166667,0.028333333,0,U,5
1978-06,NA,NA,NA,8.09,8.24,8.3,8.36,8.4,8.46,8.53,8.5,8.09,8.325,8.496666667,0.406666667,0.235,0.171666667,0.063333333,0,U,5
1978-07,NA,NA,NA,8.39,8.49,8.54,8.54,8.55,8.64,8.69,8.65,8.39,8.53,8.66,0.27,0.14,0.13,0.01,0,U,5
1980-05,NA,NA,NA,9.39,9.45,9.44,9.95,10.09,10.18,10.44,10.36,9.39,9.7325,10.32666667,0.936666667,0.3425,0.594166667,-0.251666667,1,U,5
1980-06,NA,NA,NA,8.16,8.73,8.91,9.21,9.45,9.78,9.89,9.81,8.16,9.075,9.826666667,1.666666667,0.915,0.751666667,0.163333333,1,U,5
1980-07,NA,NA,NA,8.65,9.03,9.27,9.53,9.84,10.25,10.32,10.24,8.65,9.4175,10.27,1.62,0.7675,0.8525,-0.085,1,U,5
1980-08,NA,NA,NA,10.24,10.53,10.63,10.84,10.95,11.1,11.07,11,10.24,10.7375,11.05666667,0.816666667,0.4975,0.319166667,0.178333333,0,U,5
1981-11,NA,NA,NA,12.41,12.88,13.11,13.38,13.42,13.39,13.56,13.35,12.41,13.1975,13.43333333,1.023333333,0.7875,0.235833333,0.551666667,1,U,5
1981-12,NA,NA,NA,12.85,13.29,13.66,13.6,13.62,13.72,13.73,13.45,12.85,13.5425,13.63333333,0.783333333,0.6925,0.090833333,0.601666667,1,U,5
1982-08,NA,9,10.51,11.43,12.32,12.62,13,13.14,13.06,12.91,12.77,10.31333333,12.77,12.91333333,2.6,2.456666667,0.143333333,2.313333333,1,U,5
1982-09,NA,8.19,9.83,10.85,11.78,12.03,12.25,12.36,12.34,12.16,12.07,9.623333333,12.105,12.19,2.566666667,2.481666667,0.085,2.396666667,1,U,5
1982-10,NA,7.97,8.63,9.32,10.19,10.62,10.8,10.88,10.91,10.97,11.17,8.64,10.6225,11.01666667,2.376666667,1.9825,0.394166667,1.588333333,1,U,5
1982-11,NA,8.35,8.8,9.16,9.8,9.98,10.38,10.53,10.55,10.57,10.54,8.77,10.1725,10.55333333,1.783333333,1.4025,0.380833333,1.021666667,1,U,5
1982-12,NA,8.2,8.59,8.91,9.66,9.88,10.22,10.49,10.54,10.62,10.54,8.566666667,10.0625,10.56666667,2,1.495833333,0.504166667,0.991666667,0,U,5
1983-01,NA,8.12,8.33,8.62,9.33,9.64,10.03,10.36,10.46,10.78,10.63,8.356666667,9.84,10.62333333,2.266666667,1.483333333,0.783333333,0.7,0,U,5
1983-02,NA,8.39,8.65,8.92,9.64,9.91,10.26,10.56,10.72,11.03,10.88,8.653333333,10.0925,10.87666667,2.223333333,1.439166667,0.784166667,0.655,0,U,5
1983-03,NA,8.66,8.86,9.04,9.66,9.84,10.08,10.31,10.51,10.8,10.63,8.853333333,9.9725,10.64666667,1.793333333,1.119166667,0.674166667,0.445,0,U,5
1983-04,NA,8.51,8.78,8.98,9.57,9.76,10.02,10.29,10.4,10.63,10.48,8.756666667,9.91,10.50333333,1.746666667,1.153333333,0.593333333,0.56,0,U,5
1983-05,NA,8.5,8.7,8.9,9.49,9.66,10.03,10.3,10.38,10.67,10.53,8.7,9.87,10.52666667,1.826666667,1.17,0.656666667,0.513333333,0,U,5
1983-06,NA,9.14,9.44,9.66,10.18,10.32,10.63,10.83,10.85,11.12,10.93,9.413333333,10.49,10.96666667,1.553333333,1.076666667,0.476666667,0.6,0,U,5
1983-07,NA,9.45,9.85,10.2,10.69,10.9,11.21,11.35,11.38,11.59,11.4,9.833333333,11.0375,11.45666667,1.623333333,1.204166667,0.419166667,0.785,0,U,5
1983-08,NA,9.74,10.16,10.53,11.07,11.3,11.63,11.77,11.85,11.96,11.82,10.14333333,11.4425,11.87666667,1.733333333,1.299166667,0.434166667,0.865,0,U,5
1983-09,NA,9.36,9.73,10.16,10.79,11.07,11.43,11.61,11.65,11.82,11.63,9.75,11.225,11.7,1.95,1.475,0.475,1,0,U,5
1983-10,NA,8.99,9.39,9.81,10.57,10.87,11.28,11.47,11.54,11.77,11.58,9.396666667,11.0475,11.63,2.233333333,1.650833333,0.5825,1.068333333,0,U,5
1983-11,NA,9.11,9.48,9.94,10.66,10.96,11.41,11.61,11.69,11.92,11.75,9.51,11.16,11.78666667,2.276666667,1.65,0.626666667,1.023333333,0,U,5
1983-12,NA,9.36,9.76,10.11,10.84,11.13,11.54,11.78,11.83,12.02,11.88,9.743333333,11.3225,11.91,2.166666667,1.579166667,0.5875,0.991666667,0,U,5
1984-01,NA,9.26,9.56,9.9,10.64,10.93,11.37,11.58,11.67,11.82,11.75,9.573333333,11.13,11.74666667,2.173333333,1.556666667,0.616666667,0.94,0,U,5
1984-02,NA,9.46,9.77,10.04,10.79,11.05,11.54,11.75,11.84,12,11.95,9.756666667,11.2825,11.93,2.173333333,1.525833333,0.6475,0.878333333,0,U,5
1984-03,NA,9.89,10.27,10.59,11.31,11.59,12.02,12.25,12.32,12.45,12.38,10.25,11.7925,12.38333333,2.133333333,1.5425,0.590833333,0.951666667,0,U,5
1984-04,NA,10.07,10.47,10.9,11.69,11.98,12.37,12.56,12.63,12.65,12.65,10.48,12.15,12.64333333,2.163333333,1.67,0.493333333,1.176666667,0,U,5
1984-05,NA,10.22,11.02,11.66,12.47,12.75,13.17,13.34,13.41,13.43,13.43,10.96666667,12.9325,13.42333333,2.456666667,1.965833333,0.490833333,1.475,0,U,5
1984-06,NA,10.26,11.24,12.08,12.91,13.18,13.48,13.56,13.56,13.54,13.44,11.19333333,13.2825,13.51333333,2.32,2.089166667,0.230833333,1.858333333,0,U,5
1984-07,NA,10.53,11.27,12.03,12.88,13.08,13.27,13.35,13.36,13.36,13.21,11.27666667,13.145,13.31,2.033333333,1.868333333,0.165,1.703333333,0,U,5
1984-08,NA,10.9,11.37,11.82,12.43,12.5,12.68,12.75,12.72,12.71,12.54,11.36333333,12.59,12.65666667,1.293333333,1.226666667,0.066666667,1.16,0,U,5
1984-10,NA,10.12,10.52,10.9,11.6,11.85,12.06,12.16,12.16,12.04,11.98,10.51333333,11.9175,12.06,1.546666667,1.404166667,0.1425,1.261666667,0,U,5
1984-11,NA,8.92,9.34,9.82,10.65,10.9,11.33,11.49,11.57,11.66,11.56,9.36,11.0925,11.59666667,2.236666667,1.7325,0.504166667,1.228333333,0,U,5
1984-12,NA,8.34,8.76,9.33,10.18,10.56,11.07,11.45,11.5,11.64,11.52,8.81,10.815,11.55333333,2.743333333,2.005,0.738333333,1.266666667,0,U,5
1985-01,NA,8.02,8.45,9.02,9.93,10.43,10.93,11.27,11.38,11.58,11.45,8.496666667,10.64,11.47,2.973333333,2.143333333,0.83,1.313333333,0,U,5
1985-02,NA,8.56,8.87,9.29,10.17,10.55,11.13,11.44,11.51,11.7,11.47,8.906666667,10.8225,11.56,2.653333333,1.915833333,0.7375,1.178333333,0,U,5
1985-03,NA,8.83,9.45,9.86,10.71,11.05,11.52,11.82,11.86,12.06,11.81,9.38,11.275,11.91,2.53,1.895,0.635,1.26,0,U,5
1985-04,NA,8.22,8.71,9.14,10.09,10.49,11.01,11.34,11.43,11.69,11.47,8.69,10.7325,11.53,2.84,2.0425,0.7975,1.245,0,U,5
1985-05,NA,7.73,8.07,8.46,9.39,9.75,10.34,10.72,10.85,11.19,11.05,8.086666667,10.05,11.03,2.943333333,1.963333333,0.98,0.983333333,0,U,5
1985-06,NA,7.18,7.46,7.8,8.69,9.05,9.6,10.08,10.16,10.57,10.45,7.48,9.355,10.39333333,2.913333333,1.875,1.038333333,0.836666667,0,U,5
1985-07,NA,7.32,7.57,7.86,8.77,9.18,9.7,10.16,10.31,10.68,10.5,7.583333333,9.4525,10.49666667,2.913333333,1.869166667,1.044166667,0.825,0,U,5
1985-08,NA,7.37,7.71,8.05,8.94,9.31,9.81,10.2,10.33,10.73,10.56,7.71,9.565,10.54,2.83,1.855,0.975,0.88,0,U,5
1985-09,NA,7.33,7.64,8.07,8.98,9.37,9.81,10.24,10.37,10.8,10.61,7.68,9.6,10.59333333,2.913333333,1.92,0.993333333,0.926666667,0,U,5
1985-10,NA,7.4,7.71,8.01,8.86,9.25,9.69,10.11,10.24,10.67,10.5,7.706666667,9.4775,10.47,2.763333333,1.770833333,0.9925,0.778333333,0,U,5
1985-11,NA,7.48,7.68,7.88,8.58,8.88,9.28,9.62,9.78,10.24,10.06,7.68,9.09,10.02666667,2.346666667,1.41,0.936666667,0.473333333,0,U,5
1985-12,NA,7.33,7.5,7.67,8.15,8.4,8.73,9.11,9.26,9.75,9.54,7.5,8.5975,9.516666667,2.016666667,1.0975,0.919166667,0.178333333,0,U,5
1986-01,NA,7.3,7.53,7.73,8.14,8.41,8.68,9.03,9.19,9.59,9.4,7.52,8.565,9.393333333,1.873333333,1.045,0.828333333,0.216666667,0,U,5
1986-02,NA,7.29,7.47,7.61,7.97,8.1,8.34,8.58,8.7,9.08,8.93,7.456666667,8.2475,8.903333333,1.446666667,0.790833333,0.655833333,0.135,0,U,5
1986-03,NA,6.76,6.89,7.03,7.21,7.3,7.46,7.67,7.78,8.09,7.96,6.893333333,7.41,7.943333333,1.05,0.516666667,0.533333333,-0.016666667,0,U,5
1986-04,NA,6.24,6.36,6.44,6.7,6.86,7.05,7.16,7.3,7.5,7.39,6.346666667,6.9425,7.396666667,1.05,0.595833333,0.454166667,0.141666667,0,U,5
1986-05,NA,6.33,6.47,6.65,7.07,7.27,7.52,7.65,7.71,7.81,7.52,6.483333333,7.3775,7.68,1.196666667,0.894166667,0.3025,0.591666667,0,U,5
1986-06,NA,6.4,6.56,6.73,7.18,7.41,7.64,7.75,7.8,7.69,7.57,6.563333333,7.495,7.686666667,1.123333333,0.931666667,0.191666667,0.74,0,U,5
1986-07,NA,6,6.12,6.27,6.67,6.86,7.06,7.22,7.3,7.29,7.27,6.13,6.9525,7.286666667,1.156666667,0.8225,0.334166667,0.488333333,0,U,5
1986-08,NA,5.69,5.79,5.93,6.33,6.49,6.8,7.01,7.17,7.28,7.33,5.803333333,6.6575,7.26,1.456666667,0.854166667,0.6025,0.251666667,0,U,5
1986-09,NA,5.35,5.57,5.77,6.35,6.62,6.92,7.28,7.45,7.56,7.62,5.563333333,6.7925,7.543333333,1.98,1.229166667,0.750833333,0.478333333,0,U,5
1986-10,NA,5.32,5.48,5.72,6.28,6.56,6.83,7.24,7.43,7.61,7.7,5.506666667,6.7275,7.58,2.073333333,1.220833333,0.8525,0.368333333,0,U,5
1986-11,NA,5.5,5.64,5.8,6.28,6.46,6.76,7.08,7.25,7.42,7.52,5.646666667,6.645,7.396666667,1.75,0.998333333,0.751666667,0.246666667,0,U,5
1986-12,NA,5.68,5.78,5.87,6.27,6.43,6.67,6.97,7.11,7.28,7.37,5.776666667,6.585,7.253333333,1.476666667,0.808333333,0.668333333,0.14,0,U,5
1987-01,NA,5.58,5.67,5.78,6.23,6.41,6.64,6.92,7.08,NA,7.39,5.676666667,6.55,7.235,1.558333333,0.873333333,0.685,0.188333333,0,U,5
1987-02,NA,5.75,5.83,5.96,6.4,6.56,6.79,7.06,7.25,NA,7.54,5.846666667,6.7025,7.395,1.548333333,0.855833333,0.6925,0.163333333,0,U,5
1987-03,NA,5.77,5.86,6.03,6.42,6.58,6.79,7.06,7.25,NA,7.55,5.886666667,6.7125,7.4,1.513333333,0.825833333,0.6875,0.138333333,0,U,5
1987-04,NA,5.82,6.19,6.5,7.02,7.32,7.57,7.83,8.02,NA,8.25,6.17,7.435,8.135,1.965,1.265,0.7,0.565,0,U,5
1987-05,NA,5.85,6.35,7,7.76,8.02,8.26,8.47,8.61,NA,8.78,6.4,8.1275,8.695,2.295,1.7275,0.5675,1.16,0,U,5
1987-06,NA,5.85,6.28,6.8,7.57,7.82,8.02,8.27,8.4,NA,8.57,6.31,7.92,8.485,2.175,1.61,0.565,1.045,0,U,5
